OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV6122,Eukaryota,Unidentified,Unidentified,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba sp.
ASV6123,Eukaryota,Arthropoda,Arachnida,Sarcoptiformes,Eremaeidae,Unidentified,Eremaeidae sp. BIOUG23110-E04
ASV6125,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV6127,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Axiocteta,Axiocteta sp. ACS9712
ASV6132,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,Polystrata,Polystrata sp. 1dura
ASV6133,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
ASV6137,Eukaryota,Mollusca,Gastropoda,Architaenioglossa,Cyclophoridae,Dioryx,Dioryx sp. FLMNH 494025
ASV6138,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV6139,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cosmospora,Cosmospora gigas
ASV6141,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Kappaphycus,Kappaphycus sp. 'Hainan'
ASV6142,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6144,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,Herposiphonia sp. ARS-2011
ASV6147,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Undinula,Undinula vulgaris
ASV6151,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV6152,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia sp. 6 CS-2011
ASV6153,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Lithodesmium,Lithodesmium variabile
ASV6154,Eukaryota,Unidentified,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sp. JBM19
ASV6158,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Parvocalanus,Parvocalanus crassirostris
ASV6159,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Pristidae,Anoxypristis,Anoxypristis cuspidata
ASV6160,Eukaryota,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Notophyllum,Notophyllum crypticum
ASV6162,Eukaryota,Unidentified,Unidentified,Unidentified,Hartmannellidae,Hartmannella,Hartmannella cantabrigiensis
ASV6163,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV6164,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB1321
ASV6167,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6168,Eukaryota,Arthropoda,Insecta,Hemiptera,Unidentified,Unidentified,Hemiptera sp. XSBNHap_216
ASV6169,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 3 PLG-2016
ASV6170,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV6175,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. 19 LG-2014
ASV618,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii
ASV6183,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia multistriata
ASV6184,Eukaryota,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus brevipinna
ASV6185,Eukaryota,Annelida,Clitellata,Haplotaxida,Naididae,Stylaria,Stylaria lacustris
ASV6186,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV6192,Eukaryota,Unidentified,Oomycetes,Unidentified,Unidentified,Haptoglossa,Haptoglossa sp. DM2 4/12
ASV6197,Eukaryota,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora bantiana
ASV62,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella cryptica
ASV6200,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,Akashiwo sanguinea
ASV6205,Eukaryota,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha versicolor
ASV6206,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6208,Eukaryota,Cnidaria,Hexacorallia,Actiniaria,Edwardsiidae,Unidentified,Unidentified
ASV6212,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus
ASV6216,Eukaryota,Porifera,Demospongiae,Desmacellida,Desmacellidae,Desmacella,Desmacella cf. annexa BELUM<GBR> Mc4240
ASV6218,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV6219,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV6220,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Unidentified,alpha proteobacterium HIMB5
ASV6221,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV6233,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis guyunusae
ASV6237,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionella,Asterionella formosa
ASV6238,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia abrensis
ASV6242,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Rhinidae,Rhina,Rhina ancylostoma
ASV6245,Eukaryota,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Coecobrya,Coecobrya khromwanaramica
ASV6246,Eukaryota,Unidentified,Heterolobosea,Schizopyrenida,Vahlkampfiidae,Naegleria,Naegleria gruberi
ASV6252,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV6254,Eukaryota,Annelida,Clitellata,Haplotaxida,Naididae,Nais,Nais sp. KSCLC013-09
ASV6255,Eukaryota,Arthropoda,Insecta,Hymenoptera,Braconidae,Unidentified,Orgilinae sp. BOLD:AAG1101
ASV6256,Eukaryota,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Sphyrna,Sphyrna lewini
ASV6258,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Grammonema,Grammonema striatula
ASV6259,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6262,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula ramosissima
ASV6264,Eukaryota,Arthropoda,Insecta,Hymenoptera,Encyrtidae,Unidentified,Encyrtidae sp. BIOUG18376-G10
ASV6265,Eukaryota,Unidentified,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,Dinobryon sp.
ASV6267,Eukaryota,Arthropoda,Insecta,Lepidoptera,Sphingidae,Xylophanes,Xylophanes zurcheri
ASV6268,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Capulus,Capulus ungaricus
ASV6269,Eukaryota,Chordata,Unidentified,Squamata,Chamaeleonidae,Brookesia,Brookesia sp. ZTN-2012
ASV6271,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6275,Eukaryota,Unidentified,Unidentified,Bicosoecida,Cafeteriaceae,Cafeteria,Cafeteria roenbergensis
ASV6278,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6279,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella sp. MBTD-CMFRI-S084
ASV6280,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6283,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia sabit
ASV6285,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Laurencia,Laurencia nipponica
ASV6288,Eukaryota,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,Tritia sp. e LAG-2017
ASV629,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6292,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV6295,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,Alexandrium fundyense
ASV6296,Eukaryota,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia ocellaris
ASV6297,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. MBTD-CMFRI-S005
ASV63,Eukaryota,Arthropoda,Insecta,Diptera,Psychodidae,Psathyromyia,Psathyromyia pascalei
ASV630,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV6300,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV6301,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV6305,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV6307,Eukaryota,Annelida,Clitellata,Haplotaxida,Naididae,Stylaria,Stylaria lacustris
ASV631,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6311,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6315,Eukaryota,Arthropoda,Arachnida,Trombidiformes,Unionicolidae,Unionicola,Unionicola nr. minor A JN-2011
ASV6317,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ASV6326,Eukaryota,Mollusca,Bivalvia,Arcoida,Arcidae,Scapharca,Scapharca sp. YF-2010
ASV6329,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV6331,Eukaryota,Echinodermata,Echinoidea,Spatangoida,Paleopneustidae,Paleopneustes,Paleopneustes cristatus
ASV6335,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV6336,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Pristidae,Anoxypristis,Anoxypristis cuspidata
ASV6337,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,Ganoderma resinaceum
ASV6338,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV6339,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV6340,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Parvocalanus,Parvocalanus crassirostris
ASV6343,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB1321
ASV6345,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Naticarius,Naticarius onca cryptic species complex sp. 2
ASV6352,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes
ASV6353,Eukaryota,Unidentified,Unidentified,Unidentified,Vexilliferidae,Vexillifera,Vexillifera kereti
ASV6356,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Bestiolina,Bestiolina sp. MW-2013
ASV6358,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV6362,Eukaryota,Mollusca,Bivalvia,Unionoida,Unionidae,Elliptio,Elliptio mcmichaeli
ASV6363,Eukaryota,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phyllobrotica,Phyllobrotica quadrimaculata
ASV6364,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV6370,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,Akashiwo sanguinea
ASV6373,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Orthalicidae,Cyclodontina,Cyclodontina avellanedae
ASV6376,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Bestiolina,Bestiolina sp. MW-2013
ASV6377,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella cryptica
ASV638,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV6380,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV6382,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Bestiolina,Bestiolina sp. MW-2013
ASV6384,Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,Ceriodaphnia sp. HE-633.1
ASV6386,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Zancleidae,Zanclea,Zanclea giancarloi
ASV639,Eukaryota,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Piestoceros,Piestoceros sp. ANIC5
ASV6391,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV6393,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides
ASV6394,Eukaryota,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,Gelidium crinale
ASV6398,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6399,Eukaryota,Mollusca,Gastropoda,Unidentified,Potamididae,Cerithidea,Cerithidea (Cerithideopsilla) sp. djadjariensis 'B'
ASV64,Eukaryota,Mollusca,Bivalvia,Veneroida,Tridacnidae,Tridacna,Tridacna maxima
ASV6401,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6402,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella cf. hydrophila TRTC155552
ASV6403,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Coreius,Coreius guichenoti
ASV6404,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6406,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,Alexandrium fundyense
ASV6408,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra sp. 26 LG-2014
ASV6409,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV641,Eukaryota,Mollusca,Gastropoda,Architaenioglossa,Cochlostomatidae,Cochlostoma,Cochlostoma pinteri
ASV6410,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Bestiolina,Bestiolina sp. MW-2013
ASV6411,Eukaryota,Echinodermata,Ophiuroidea,Ophiurida,Ophiocomidae,Ophiomastix,Ophiomastix variabilis
ASV6414,Eukaryota,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hippotion,Hippotion scrofa
ASV6416,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. 19 LG-2014
ASV6417,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca fusiformis
ASV6421,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium impudicum
ASV6422,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium sp. RS-24
ASV6425,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV6431,Eukaryota,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Pseudocorynactis,Pseudocorynactis sp. SIO
ASV6432,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6434,Eukaryota,Unidentified,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,Dinobryon sp.
ASV6435,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Halopterididae,Antennella,Antennella secundaria
ASV6436,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6437,Eukaryota,Cnidaria,Hydrozoa,Unidentified,Unidentified,Unidentified,Hydrozoa sp. BCnid2010-008
ASV6438,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV6439,Eukaryota,Unidentified,Oomycetes,Myzocytiopsidales,Myzocytiopsidaceae,Chlamydomyzium,Chlamydomyzium dictyuchoides
ASV6440,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV6444,Eukaryota,Arthropoda,Arachnida,Araneae,Linyphiidae,Scotinotylus,Scotinotylus sp. 1GAB
ASV6447,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6448,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6453,Eukaryota,Arthropoda,Insecta,Hymenoptera,Braconidae,Aleiodes,Aleiodes agagg
ASV6459,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6460,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombrolabracidae,Scombrolabrax,Scombrolabrax heterolepis
ASV6461,Eukaryota,Unidentified,Unidentified,Unidentified,Paramoebidae,Paramoeba,Paramoeba pemaquidensis
ASV6463,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV6466,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia cuspidata
ASV6475,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6477,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Helicidae,Caucasotachea,Caucasotachea calligera
ASV6479,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,Akashiwo sanguinea
ASV648,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6481,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Grammonema,Grammonema striatula
ASV6482,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Laurencia,Laurencia decumbens
ASV6486,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB1321
ASV6489,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV6493,Eukaryota,Arthropoda,Insecta,Hemiptera,Unidentified,Unidentified,Hemiptera sp. BIOUG03768-E03
ASV6497,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,Alexandrium fundyense
ASV65,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Ilyonectria,Ilyonectria destructans
ASV6501,Eukaryota,Unidentified,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium cf. depressum
ASV6502,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6504,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV6508,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV6509,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV6510,Eukaryota,Unidentified,Phaeophyceae,Ectocarpales,Chordariaceae,Unidentified,Chordariaceae sp. 20 AP-2014
ASV6514,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Parvocalanus,Parvocalanus crassirostris
ASV6517,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV6518,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. 19 LG-2014
ASV6520,Eukaryota,Arthropoda,Insecta,Lepidoptera,Crambidae,Parapoynx,Parapoynx maculalis
ASV6521,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV6523,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV6524,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia sp. 6 CS-2011
ASV6525,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6526,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Miraciidae,Macrosetella,Macrosetella gracilis
ASV6527,Eukaryota,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Piestoceros,Piestoceros sp. ANIC5
ASV6528,Eukaryota,Arthropoda,Insecta,Lepidoptera,Notodontidae,Clostera,Clostera inornata
ASV6529,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB1321
ASV6530,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB1321
ASV6531,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ASV6536,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6543,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ASV6544,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV6545,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV6546,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6548,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Rhynchobatidae,Rhynchobatus,Rhynchobatus cf. laevis KKB-2014
ASV6550,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6553,Eukaryota,Mollusca,Bivalvia,Veneroida,Tridacnidae,Tridacna,Tridacna maxima
ASV6555,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Aidanosagitta,Aidanosagitta neglecta
ASV6557,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Unidentified,alpha proteobacterium HIMB5
ASV656,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Gliomastix,Gliomastix murorum
ASV6565,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV6567,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV6568,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium sp. RS-24
ASV657,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV6571,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,Schizophyllum commune
ASV6574,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV6575,Eukaryota,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Hepatocystis,Hepatocystis sp.
ASV6576,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV6578,Eukaryota,Chordata,Actinopteri,Unidentified,Polynemidae,Eleutheronema,Eleutheronema tetradactylum
ASV6579,Eukaryota,Chordata,Actinopteri,Characiformes,Parodontidae,Apareiodon,Apareiodon affinis
ASV6580,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Unidentified,alpha proteobacterium HIMB5
